Name,ID,Works API URL,Works Count,H-Index,Country Code
Inessa De Angelis,https://openalex.org/A5115084151,https://api.openalex.org/works?filter=author.id:A5115084151,1,0,CA
Lasse Mohr,https://openalex.org/A5051075106,https://api.openalex.org/works?filter=author.id:A5051075106,2,1,N/A
Sune Lehmann,https://openalex.org/A5015080044,https://api.openalex.org/works?filter=author.id:A5015080044,213,43,DK
Ayush Kanodia,https://openalex.org/A5090271895,https://api.openalex.org/works?filter=author.id:A5090271895,24,7,IN
Herman Brunborg,https://openalex.org/A5106113037,https://api.openalex.org/works?filter=author.id:A5106113037,1,1,N/A
Keyon Vafa,https://openalex.org/A5085921946,https://api.openalex.org/works?filter=author.id:A5085921946,33,5,US
Susan Athey,https://openalex.org/A5001211242,https://api.openalex.org/works?filter=author.id:A5001211242,473,69,US
Tianyu Du,https://openalex.org/A5102448448,https://api.openalex.org/works?filter=author.id:A5102448448,84,19,CN
Brooke Foucault Welles,https://openalex.org/A5047517174,https://api.openalex.org/works?filter=author.id:A5047517174,75,20,US
Yukun Yang,https://openalex.org/A5063365763,https://api.openalex.org/works?filter=author.id:A5063365763,91,28,CN
Hao Lin,https://openalex.org/A5041539298,https://api.openalex.org/works?filter=author.id:A5041539298,394,77,CN
Yongjun Zhang,https://openalex.org/A5100320371,https://api.openalex.org/works?filter=author.id:A5100320371,348,57,CN
Henry George Xu,https://openalex.org/A5107185135,https://api.openalex.org/works?filter=author.id:A5107185135,1,0,N/A
Kathleen M. Carley,https://openalex.org/A5085927300,https://api.openalex.org/works?filter=author.id:A5085927300,883,82,US
Patrick Park,https://openalex.org/A5034327826,https://api.openalex.org/works?filter=author.id:A5034327826,41,8,CA
David G. Rand,https://openalex.org/A5056499434,https://api.openalex.org/works?filter=author.id:A5056499434,511,90,US
Gordon Pennycook,https://openalex.org/A5020533147,https://api.openalex.org/works?filter=author.id:A5020533147,259,67,US
Mohsen Mosleh,https://openalex.org/A5052536455,https://api.openalex.org/works?filter=author.id:A5052536455,100,25,US
Tauhid Zaman,https://openalex.org/A5066733214,https://api.openalex.org/works?filter=author.id:A5066733214,84,20,US
Georgina Curto,https://openalex.org/A5034208573,https://api.openalex.org/works?filter=author.id:A5034208573,13,1,US
Nuria Oliver,https://openalex.org/A5013727792,https://api.openalex.org/works?filter=author.id:A5013727792,267,53,
Adrián Arnaiz-Rodríguez,https://openalex.org/A5031106143,https://api.openalex.org/works?filter=author.id:A5031106143,13,3,ES
Indraneel Mane,https://openalex.org/A5095335105,https://api.openalex.org/works?filter=author.id:A5095335105,1,0,N/A
Jie Gao,https://openalex.org/A5019698232,https://api.openalex.org/works?filter=author.id:A5019698232,443,37,CN
Bruno Lepri,https://openalex.org/A5048877432,https://api.openalex.org/works?filter=author.id:A5048877432,345,47,IT
Eduardo López‐Collazo,https://openalex.org/A5040483533,https://api.openalex.org/works?filter=author.id:A5040483533,191,42,ES
Mailun Zhang,https://openalex.org/A5113036723,https://api.openalex.org/works?filter=author.id:A5113036723,2,1,US
Sam G. B. Roberts,https://openalex.org/A5063166187,https://api.openalex.org/works?filter=author.id:A5063166187,76,22,GB
Simone Centellegher,https://openalex.org/A5017040952,https://api.openalex.org/works?filter=author.id:A5017040952,25,5,IT
Valentín Vergara Hidd,https://openalex.org/A5003768044,https://api.openalex.org/works?filter=author.id:A5003768044,3,1,US
Anil K. Gulati,https://openalex.org/A5109586591,https://api.openalex.org/works?filter=author.id:A5109586591,53,21,US
Marina Martínez-García,https://openalex.org/A5026032450,https://api.openalex.org/works?filter=author.id:A5026032450,20,10,US
Jonas A. Schlicht,https://openalex.org/A5006251372,https://api.openalex.org/works?filter=author.id:A5006251372,1,1,NL
Brennan Klein,https://openalex.org/A5034550396,https://api.openalex.org/works?filter=author.id:A5034550396,64,14,US
S. Kellogg,https://openalex.org/A5083303782,https://api.openalex.org/works?filter=author.id:A5083303782,81,11,FR
Panayiotis Smeros,https://openalex.org/A5082283204,https://api.openalex.org/works?filter=author.id:A5082283204,20,6,CH
Misha Teplitskiy,https://openalex.org/A5043131201,https://api.openalex.org/works?filter=author.id:A5043131201,49,11,US
Sidney Xiang,https://openalex.org/A5097713744,https://api.openalex.org/works?filter=author.id:A5097713744,1,0,US
Vasiliki Voukelatou,https://openalex.org/A5067417895,https://api.openalex.org/works?filter=author.id:A5067417895,6,4,GR
Kevin Tang,https://openalex.org/A5043162191,https://api.openalex.org/works?filter=author.id:A5043162191,109,22,DE
Ilaria Lauzana,https://openalex.org/A5073879118,https://api.openalex.org/works?filter=author.id:A5073879118,2,2,CH
Giulia Martini,https://openalex.org/A5076690603,https://api.openalex.org/works?filter=author.id:A5076690603,200,28,IT
Manita Jangid,https://openalex.org/A5028790767,https://api.openalex.org/works?filter=author.id:A5028790767,16,3,IT
Saskia de Pee,https://openalex.org/A5074089902,https://api.openalex.org/works?filter=author.id:A5074089902,230,49,IT
Sarah Knight,https://openalex.org/A5089362945,https://api.openalex.org/works?filter=author.id:A5089362945,41,21,US
Duccio Piovani,https://openalex.org/A5015761687,https://api.openalex.org/works?filter=author.id:A5015761687,21,6,GB
Gerard Christopher Yeo,https://openalex.org/A5049558351,https://api.openalex.org/works?filter=author.id:A5049558351,7,2,SG
Kokil Jaidka,https://openalex.org/A5079154791,https://api.openalex.org/works?filter=author.id:A5079154791,162,24,SG
Shaz Furniturewala,https://openalex.org/A5011833635,https://api.openalex.org/works?filter=author.id:A5011833635,14,1,IN
Guillaume Latzko-Toth,https://openalex.org/A5083583657,https://api.openalex.org/works?filter=author.id:A5083583657,53,10,CA
Philippe Desprès,https://openalex.org/A5107825540,https://api.openalex.org/works?filter=author.id:A5107825540,80,45,RE
Benjamin F. Jones,https://openalex.org/A5079813490,https://api.openalex.org/works?filter=author.id:A5079813490,188,47,PH
Brian Uzzi,https://openalex.org/A5015711710,https://api.openalex.org/works?filter=author.id:A5015711710,192,51,US
Tanya Y. Tian,https://openalex.org/A5052644159,https://api.openalex.org/works?filter=author.id:A5052644159,3,2,US
Yang Yang,https://openalex.org/A5100397455,https://api.openalex.org/works?filter=author.id:A5100397455,676,146,CN
Bence Kollányi,https://openalex.org/A5091210858,https://api.openalex.org/works?filter=author.id:A5091210858,32,12,HU
Bence Ságvári,https://openalex.org/A5049389261,https://api.openalex.org/works?filter=author.id:A5049389261,55,10,HU
A. Marthe Möller,https://openalex.org/A5082130337,https://api.openalex.org/works?filter=author.id:A5082130337,13,6,NL
Joanna Strycharz,https://openalex.org/A5000725697,https://api.openalex.org/works?filter=author.id:A5000725697,49,14,NL
Justin Chun‐ting Ho,https://openalex.org/A5055438472,https://api.openalex.org/works?filter=author.id:A5055438472,27,7,TW
Rhianne W. Hoek,https://openalex.org/A5056423601,https://api.openalex.org/works?filter=author.id:A5056423601,8,3,NL
Jack Lipei Tang,https://openalex.org/A5056877038,https://api.openalex.org/works?filter=author.id:A5056877038,15,4,US
Nari Yoo,https://openalex.org/A5020882262,https://api.openalex.org/works?filter=author.id:A5020882262,10,2,KR
Sangpil Youm,https://openalex.org/A5023405697,https://api.openalex.org/works?filter=author.id:A5023405697,4,2,US
Sou Hyun Jang,https://openalex.org/A5002073039,https://api.openalex.org/works?filter=author.id:A5002073039,70,11,KR
Hyeong Jae Lee,https://openalex.org/A5106037583,https://api.openalex.org/works?filter=author.id:A5106037583,22,13,US
Inho Hong,https://openalex.org/A5010287399,https://api.openalex.org/works?filter=author.id:A5010287399,37,6,KR
Muhammad Ehab Rasul,https://openalex.org/A5072811626,https://api.openalex.org/works?filter=author.id:A5072811626,11,5,US
Sijia Qian,https://openalex.org/A5033847936,https://api.openalex.org/works?filter=author.id:A5033847936,19,8,CN
Ji Sung Yoon,https://openalex.org/A5091604689,https://api.openalex.org/works?filter=author.id:A5091604689,116,21,KR
Shambhobi Bhattacharya,https://openalex.org/A5113373189,https://api.openalex.org/works?filter=author.id:A5113373189,1,0,N/A
Hyejin Youn,https://openalex.org/A5025745021,https://api.openalex.org/works?filter=author.id:A5025745021,55,18,CA
Anku Rani,https://openalex.org/A5110627453,https://api.openalex.org/works?filter=author.id:A5110627453,19,5,US
Ozan Kuru,https://openalex.org/A5011604176,https://api.openalex.org/works?filter=author.id:A5011604176,36,11,SG
Sharath Chandra Guntuku,https://openalex.org/A5010646067,https://api.openalex.org/works?filter=author.id:A5010646067,170,32,US
Yuanyuan Wu,https://openalex.org/A5003974631,https://api.openalex.org/works?filter=author.id:A5003974631,92,27,CN
Jiayu Chen,https://openalex.org/A5100380043,https://api.openalex.org/works?filter=author.id:A5100380043,198,30,CN
Kazutoshi Sasahara,https://openalex.org/A5046036512,https://api.openalex.org/works?filter=author.id:A5046036512,128,16,JP
Kei Ichikawa,https://openalex.org/A5072650488,https://api.openalex.org/works?filter=author.id:A5072650488,2,2,JP
Makoto Mizuno,https://openalex.org/A5011126050,https://api.openalex.org/works?filter=author.id:A5011126050,265,35,CH
Fiona Anting Tan,https://openalex.org/A5088178289,https://api.openalex.org/works?filter=author.id:A5088178289,19,6,SG
David García,https://openalex.org/A5100766043,https://api.openalex.org/works?filter=author.id:A5100766043,333,58,CO
Georg Ahnert,https://openalex.org/A5022685582,https://api.openalex.org/works?filter=author.id:A5022685582,4,1,DE
Markus Strohmaier,https://openalex.org/A5071422618,https://api.openalex.org/works?filter=author.id:A5071422618,348,38,DE
Max Pellert,https://openalex.org/A5019136836,https://api.openalex.org/works?filter=author.id:A5019136836,23,10,DE
Aleksei Gorgadze,https://openalex.org/A5043488321,https://api.openalex.org/works?filter=author.id:A5043488321,7,3,RU
Ivan Burkov,https://openalex.org/A5061837561,https://api.openalex.org/works?filter=author.id:A5061837561,14,3,RU
Lucas Gautheron,https://openalex.org/A5061836283,https://api.openalex.org/works?filter=author.id:A5061836283,14,4,DE
Tongjing Wang,https://openalex.org/A5052300568,https://api.openalex.org/works?filter=author.id:A5052300568,6,6,NL
Liza D. Kelly-Gutiérrez,https://openalex.org/A5066603590,https://api.openalex.org/works?filter=author.id:A5066603590,5,2,MX
Ksenia Mukhina,https://openalex.org/A5060834533,https://api.openalex.org/works?filter=author.id:A5060834533,56,8,EE
M. Tamm,https://openalex.org/A5103487462,https://api.openalex.org/works?filter=author.id:A5103487462,191,34,EE
Mila Oiva,https://openalex.org/A5012681383,https://api.openalex.org/works?filter=author.id:A5012681383,41,5,EE
Thomas J. Davidson,https://openalex.org/A5014429132,https://api.openalex.org/works?filter=author.id:A5014429132,61,30,US
Daniel Putman,https://openalex.org/A5040651832,https://api.openalex.org/works?filter=author.id:A5040651832,43,10,US
Andrea Passerini,https://openalex.org/A5066187890,https://api.openalex.org/works?filter=author.id:A5066187890,239,28,IT
Antonio Longa,https://openalex.org/A5078906245,https://api.openalex.org/works?filter=author.id:A5078906245,33,7,IT
Giulia Cencetti,https://openalex.org/A5058033787,https://api.openalex.org/works?filter=author.id:A5058033787,53,13,IT
Matti Nelimarkka,https://openalex.org/A5034728614,https://api.openalex.org/works?filter=author.id:A5034728614,80,17,FI
Roman Kyrychenko,https://openalex.org/A5007612664,https://api.openalex.org/works?filter=author.id:A5007612664,4,2,FI
Vasileios Maltezos,https://openalex.org/A5027872607,https://api.openalex.org/works?filter=author.id:A5027872607,2,1,FI
Fabian Baumann,https://openalex.org/A5046927655,https://api.openalex.org/works?filter=author.id:A5046927655,56,15,DE
Qiankun Zhong,https://openalex.org/A5037093270,https://api.openalex.org/works?filter=author.id:A5037093270,20,6,US
Thomas Müller,https://openalex.org/A5028493599,https://api.openalex.org/works?filter=author.id:A5028493599,50,11,FR
Derek Aguiar,https://openalex.org/A5083334761,https://api.openalex.org/works?filter=author.id:A5083334761,38,9,US
Marjan Sadat Hosseini,https://openalex.org/A5071385471,https://api.openalex.org/works?filter=author.id:A5071385471,33,13,IR
Suining He,https://openalex.org/A5070251006,https://api.openalex.org/works?filter=author.id:A5070251006,85,27,US
Duncan J. Watts,https://openalex.org/A5000679279,https://api.openalex.org/works?filter=author.id:A5000679279,217,66,US
Mark E. Whiting,https://openalex.org/A5069999998,https://api.openalex.org/works?filter=author.id:A5069999998,45,14,US
Josh Nguyen,https://openalex.org/A5007313170,https://api.openalex.org/works?filter=author.id:A5007313170,1,1,N/A
Luca Rossi,https://openalex.org/A5016589479,https://api.openalex.org/works?filter=author.id:A5016589479,222,28,IT
Luigi Arminio,https://openalex.org/A5104939473,https://api.openalex.org/works?filter=author.id:A5104939473,5,1,DK
Feng Fu,https://openalex.org/A5079914638,https://api.openalex.org/works?filter=author.id:A5079914638,617,54,CN
Daniel G. Goldstein,https://openalex.org/A5007746083,https://api.openalex.org/works?filter=author.id:A5007746083,236,53,US
David Rothschild,https://openalex.org/A5054707908,https://api.openalex.org/works?filter=author.id:A5054707908,224,26,US
Harsh Kumar,https://openalex.org/A5111578200,https://api.openalex.org/works?filter=author.id:A5111578200,322,35,IN
Jake M. Hofman,https://openalex.org/A5081429241,https://api.openalex.org/works?filter=author.id:A5081429241,76,29,
Dawn Song,https://openalex.org/A5019426968,https://api.openalex.org/works?filter=author.id:A5019426968,532,117,US
Junsol Kim,https://openalex.org/A5028191957,https://api.openalex.org/works?filter=author.id:A5028191957,15,5,US
Yujin Potter,https://openalex.org/A5106620976,https://api.openalex.org/works?filter=author.id:A5106620976,4,2,US
Danial Vahabli,https://openalex.org/A5087725561,https://api.openalex.org/works?filter=author.id:A5087725561,9,2,US
Calvin Yixiang Cheng,https://openalex.org/A5041649856,https://api.openalex.org/works?filter=author.id:A5041649856,8,3,GB
L. Cheng,https://openalex.org/A5110124902,https://api.openalex.org/works?filter=author.id:A5110124902,8,6,GB
Jiahong Yuan,https://openalex.org/A5043406907,https://api.openalex.org/works?filter=author.id:A5043406907,104,22,CN
Yi Yang,https://openalex.org/A5005421447,https://api.openalex.org/works?filter=author.id:A5005421447,1157,130,CN
Yiming Wang,https://openalex.org/A5100377930,https://api.openalex.org/works?filter=author.id:A5100377930,240,40,CN
Aria Pessianzadeh,https://openalex.org/A5007924006,https://api.openalex.org/works?filter=author.id:A5007924006,2,1,US
Rezvaneh Rezapour,https://openalex.org/A5012092057,https://api.openalex.org/works?filter=author.id:A5012092057,57,9,US
João Henrique Castro,https://openalex.org/A5087774675,https://api.openalex.org/works?filter=author.id:A5087774675,23,8,BR
Ankit Aich,https://openalex.org/A5004151123,https://api.openalex.org/works?filter=author.id:A5004151123,13,4,DK
Brenda Curtis,https://openalex.org/A5076193392,https://api.openalex.org/works?filter=author.id:A5076193392,145,25,US
João Sedoc,https://openalex.org/A5058954591,https://api.openalex.org/works?filter=author.id:A5058954591,140,20,US
Kelsey Isman,https://openalex.org/A5099282548,https://api.openalex.org/works?filter=author.id:A5099282548,5,1,US
Salvatore Giorgi,https://openalex.org/A5029821479,https://api.openalex.org/works?filter=author.id:A5029821479,129,21,US
Tingting Liu,https://openalex.org/A5100442044,https://api.openalex.org/works?filter=author.id:A5100442044,420,45,CN
Zachary T. P. Fried,https://openalex.org/A5015377066,https://api.openalex.org/works?filter=author.id:A5015377066,16,4,US
Jimmy Bok Yan So,https://openalex.org/A5082296408,https://api.openalex.org/works?filter=author.id:A5082296408,540,56,SG
Sabina Tomkins,https://openalex.org/A5046305810,https://api.openalex.org/works?filter=author.id:A5046305810,34,7,US
Tong Lin,https://openalex.org/A5004836032,https://api.openalex.org/works?filter=author.id:A5004836032,335,76,CN
Gabriele Ansaldo,https://openalex.org/A5098534699,https://api.openalex.org/works?filter=author.id:A5098534699,1,1,N/A
Sathish Gopalakrishnan,https://openalex.org/A5103175261,https://api.openalex.org/works?filter=author.id:A5103175261,89,18,CA
Sumeet Gulati,https://openalex.org/A5036233384,https://api.openalex.org/works?filter=author.id:A5036233384,59,16,CA
Ho-Chun Herbert Chang,https://openalex.org/A5043059930,https://api.openalex.org/works?filter=author.id:A5043059930,57,11,US
Mingyue Zha,https://openalex.org/A5114526119,https://api.openalex.org/works?filter=author.id:A5114526119,5,0,GB
Ekaterina Landgren,https://openalex.org/A5015866712,https://api.openalex.org/works?filter=author.id:A5015866712,10,1,US
Jeremiah Osborne‐Gowey,https://openalex.org/A5078686603,https://api.openalex.org/works?filter=author.id:A5078686603,26,5,US
Joshua Garland,https://openalex.org/A5035107313,https://api.openalex.org/works?filter=author.id:A5035107313,80,15,US
Matthew G. Burgess,https://openalex.org/A5076235905,https://api.openalex.org/works?filter=author.id:A5076235905,67,21,US
Anastasios Evgenidis,https://openalex.org/A5042359253,https://api.openalex.org/works?filter=author.id:A5042359253,39,10,GB
Apostolos Fasianos,https://openalex.org/A5078974283,https://api.openalex.org/works?filter=author.id:A5078974283,26,8,GR
Xiaoqing Hu,https://openalex.org/A5064296464,https://api.openalex.org/works?filter=author.id:A5064296464,111,24,HK
Afsaneh Razi,https://openalex.org/A5040820784,https://api.openalex.org/works?filter=author.id:A5040820784,50,14,US
Jordyn Young,https://openalex.org/A5020837142,https://api.openalex.org/works?filter=author.id:A5020837142,14,5,US
Mingxi M. Song,https://openalex.org/A5019138245,https://api.openalex.org/works?filter=author.id:A5019138245,4,3,US
Michal Monselise,https://openalex.org/A5021327158,https://api.openalex.org/works?filter=author.id:A5021327158,14,5,US
Dorottya Kisfalusi,https://openalex.org/A5091314544,https://api.openalex.org/works?filter=author.id:A5091314544,35,9,SE
Claudia Acciai,https://openalex.org/A5060256587,https://api.openalex.org/works?filter=author.id:A5060256587,14,4,DK
Mathias Wullum Nielsen,https://openalex.org/A5064171835,https://api.openalex.org/works?filter=author.id:A5064171835,63,22,DK
Natalie Schroyens,https://openalex.org/A5087293181,https://api.openalex.org/works?filter=author.id:A5087293181,35,9,BE
Aoi Naito,https://openalex.org/A5006404907,https://api.openalex.org/works?filter=author.id:A5006404907,11,3,JP
Koichi Onoue,https://openalex.org/A5030740380,https://api.openalex.org/works?filter=author.id:A5030740380,26,7,HK
Miho Tanaka,https://openalex.org/A5024307786,https://api.openalex.org/works?filter=author.id:A5024307786,273,35,JP
Chengjun Wang,https://openalex.org/A5100688642,https://api.openalex.org/works?filter=author.id:A5100688642,238,37,CN
Lihan Yan,https://openalex.org/A5111039992,https://api.openalex.org/works?filter=author.id:A5111039992,35,21,US
Yaoyu Zhou,https://openalex.org/A5049051580,https://api.openalex.org/works?filter=author.id:A5049051580,338,98,CN
Atom Sonoda,https://openalex.org/A5060864902,https://api.openalex.org/works?filter=author.id:A5060864902,11,2,JP
Agnieszka Czaplicka,https://openalex.org/A5086011172,https://api.openalex.org/works?filter=author.id:A5086011172,19,7,DE
Maxime Derex,https://openalex.org/A5016014168,https://api.openalex.org/works?filter=author.id:A5016014168,42,15,FR
David Joachim Grüning,https://openalex.org/A5077537901,https://api.openalex.org/works?filter=author.id:A5077537901,132,9,DE
Frederik Riedel,https://openalex.org/A5062726415,https://api.openalex.org/works?filter=author.id:A5062726415,7,4,DE
Julian Kohne,https://openalex.org/A5006695988,https://api.openalex.org/works?filter=author.id:A5006695988,10,4,DE
Lukas Otto,https://openalex.org/A5060488949,https://api.openalex.org/works?filter=author.id:A5060488949,41,15,DE
Mareike Wieland,https://openalex.org/A5086981709,https://api.openalex.org/works?filter=author.id:A5086981709,8,5,DE
Isak Ladegaard,https://openalex.org/A5007699920,https://api.openalex.org/works?filter=author.id:A5007699920,17,11,HK
Francesco Piazza,https://openalex.org/A5058373325,https://api.openalex.org/works?filter=author.id:A5058373325,237,36,IT
Enrico Forti,https://openalex.org/A5030862748,https://api.openalex.org/works?filter=author.id:A5030862748,23,6,US
Joost Rietveld,https://openalex.org/A5012381948,https://api.openalex.org/works?filter=author.id:A5012381948,43,12,GB
Hideo Yasumoto,https://openalex.org/A5011277325,https://api.openalex.org/works?filter=author.id:A5011277325,11,6,JP
Ichiro Sakata,https://openalex.org/A5007166081,https://api.openalex.org/works?filter=author.id:A5007166081,129,34,JP
Kimitaka Asatani,https://openalex.org/A5067094699,https://api.openalex.org/works?filter=author.id:A5067094699,52,7,JP
Takeshi Sakaki,https://openalex.org/A5032369426,https://api.openalex.org/works?filter=author.id:A5032369426,67,12,JP
Kerri Milita,https://openalex.org/A5057862739,https://api.openalex.org/works?filter=author.id:A5057862739,40,6,US
Yanna Krupnikov,https://openalex.org/A5009187597,https://api.openalex.org/works?filter=author.id:A5009187597,197,29,US
M.C. Ramos,https://openalex.org/A5027036905,https://api.openalex.org/works?filter=author.id:A5027036905,177,43,ES
Anita Keshmirian,https://openalex.org/A5002117379,https://api.openalex.org/works?filter=author.id:A5002117379,6,3,US
Babak Hemmatian,https://openalex.org/A5043382223,https://api.openalex.org/works?filter=author.id:A5043382223,31,4,US
Kristian Kersting,https://openalex.org/A5037636074,https://api.openalex.org/works?filter=author.id:A5037636074,568,52,DE
Moritz Willig,https://openalex.org/A5069053848,https://api.openalex.org/works?filter=author.id:A5069053848,12,3,DE
Tobias Gerstenberg,https://openalex.org/A5039540205,https://api.openalex.org/works?filter=author.id:A5039540205,151,28,US
Andrés Gvirtz,https://openalex.org/A5108018053,https://api.openalex.org/works?filter=author.id:A5108018053,18,4,GB
Felix Patrick Sedgwick Wallis,https://openalex.org/A5112943904,https://api.openalex.org/works?filter=author.id:A5112943904,1,0,GB
James Won‐Ki Hong,https://openalex.org/A5074588447,https://api.openalex.org/works?filter=author.id:A5074588447,389,31,KR
Steve Rathje,https://openalex.org/A5061935602,https://api.openalex.org/works?filter=author.id:A5061935602,66,23,US
Ke‐Qing Xia,https://openalex.org/A5108005930,https://api.openalex.org/works?filter=author.id:A5108005930,247,50,CN
Aaron Clauset,https://openalex.org/A5014647140,https://api.openalex.org/works?filter=author.id:A5014647140,284,48,US
Daniel González‐Acuña,https://openalex.org/A5035425698,https://api.openalex.org/works?filter=author.id:A5035425698,325,34,CL
Daniel B. Larremore,https://openalex.org/A5027079032,https://api.openalex.org/works?filter=author.id:A5027079032,129,34,US
Katie Spoon,https://openalex.org/A5092002730,https://api.openalex.org/works?filter=author.id:A5092002730,9,2,US
Deb Roy,https://openalex.org/A5004281470,https://api.openalex.org/works?filter=author.id:A5004281470,289,41,US
Elinor Poole-Dayan,https://openalex.org/A5078951239,https://api.openalex.org/works?filter=author.id:A5078951239,3,2,DZ
Takayuki Mizuno,https://openalex.org/A5010318820,https://api.openalex.org/works?filter=author.id:A5010318820,227,29,JP
Tomonori Takahashi,https://openalex.org/A5103874297,https://api.openalex.org/works?filter=author.id:A5103874297,42,10,US
Giovanni Petri,https://openalex.org/A5063367289,https://api.openalex.org/works?filter=author.id:A5063367289,137,31,US
Lingxin Hao,https://openalex.org/A5072392110,https://api.openalex.org/works?filter=author.id:A5072392110,112,31,US
Wenxuan Huang,https://openalex.org/A5101932298,https://api.openalex.org/works?filter=author.id:A5101932298,51,24,CN
Xingyun Wu,https://openalex.org/A5040250751,https://api.openalex.org/works?filter=author.id:A5040250751,10,6,CN
Samuel R Mendez,https://openalex.org/A5091613258,https://api.openalex.org/works?filter=author.id:A5091613258,16,4,US
Ashton Anderson,https://openalex.org/A5048789742,https://api.openalex.org/works?filter=author.id:A5048789742,87,22,US
Veniamin Veselovsky,https://openalex.org/A5047584056,https://api.openalex.org/works?filter=author.id:A5047584056,22,4,CH
Difan Jiao,https://openalex.org/A5113057263,https://api.openalex.org/works?filter=author.id:A5113057263,3,1,N/A
Jon Kleinberg,https://openalex.org/A5055710645,https://api.openalex.org/works?filter=author.id:A5055710645,680,121,US
Reid McIlroy-Young,https://openalex.org/A5067319603,https://api.openalex.org/works?filter=author.id:A5067319603,13,6,CA
Siddhartha Sen,https://openalex.org/A5050252738,https://api.openalex.org/works?filter=author.id:A5050252738,274,23,US
Z. Tang,https://openalex.org/A5073474951,https://api.openalex.org/works?filter=author.id:A5073474951,936,90,CN
Pamela Osseyi,https://openalex.org/A5099282549,https://api.openalex.org/works?filter=author.id:A5099282549,1,1,N/A
Nanfeng Zheng,https://openalex.org/A5069825601,https://api.openalex.org/works?filter=author.id:A5069825601,630,108,US
David Kempe,https://openalex.org/A5064274071,https://api.openalex.org/works?filter=author.id:A5064274071,192,44,US
Y. Fang,https://openalex.org/A5107974133,https://api.openalex.org/works?filter=author.id:A5107974133,800,94,CN
Yichi Zhang,https://openalex.org/A5100444190,https://api.openalex.org/works?filter=author.id:A5100444190,109,29,CN
Dehao Zhang,https://openalex.org/A5010577211,https://api.openalex.org/works?filter=author.id:A5010577211,2,1,CN
Fereshteh Amini,https://openalex.org/A5061444760,https://api.openalex.org/works?filter=author.id:A5061444760,31,11,US
Longqi Yang,https://openalex.org/A5057330200,https://api.openalex.org/works?filter=author.id:A5057330200,73,18,US
Marie‐Laure Charpignon,https://openalex.org/A5015718160,https://api.openalex.org/works?filter=author.id:A5015718160,65,12,US
Siddharth Suri,https://openalex.org/A5051257652,https://api.openalex.org/works?filter=author.id:A5051257652,101,37,US
Sonia Jaffe,https://openalex.org/A5042418453,https://api.openalex.org/works?filter=author.id:A5042418453,51,13,US
Katherine Van Koevering,https://openalex.org/A5017708876,https://api.openalex.org/works?filter=author.id:A5017708876,10,2,US
Gülşah Akçakır,https://openalex.org/A5093062819,https://api.openalex.org/works?filter=author.id:A5093062819,2,1,US
Alina Fonseca Flores,https://openalex.org/A5108870187,https://api.openalex.org/works?filter=author.id:A5108870187,1,0,N/A
Carla Netto,https://openalex.org/A5053733633,https://api.openalex.org/works?filter=author.id:A5053733633,23,3,IT
Hend Alrasheed,https://openalex.org/A5054311085,https://api.openalex.org/works?filter=author.id:A5054311085,35,10,SA
Vinícius Andrade Brei,https://openalex.org/A5044191812,https://api.openalex.org/works?filter=author.id:A5044191812,63,14,BR
David D. Fang,https://openalex.org/A5089054864,https://api.openalex.org/works?filter=author.id:A5089054864,222,43,US
Huanghao Yang,https://openalex.org/A5034175275,https://api.openalex.org/works?filter=author.id:A5034175275,503,104,CN
Yulong Ding,https://openalex.org/A5044212436,https://api.openalex.org/works?filter=author.id:A5044212436,1000,92,GB
Hause Lin,https://openalex.org/A5022754313,https://api.openalex.org/works?filter=author.id:A5022754313,75,16,US
Jana Lasser,https://openalex.org/A5014437029,https://api.openalex.org/works?filter=author.id:A5014437029,117,15,AT
Stephan Lewandowsky,https://openalex.org/A5017914184,https://api.openalex.org/works?filter=author.id:A5017914184,587,86,GB
Taizo Horikomi,https://openalex.org/A5082556407,https://api.openalex.org/works?filter=author.id:A5082556407,6,2,JP
Stefano Balietti,https://openalex.org/A5066048702,https://api.openalex.org/works?filter=author.id:A5066048702,39,14,DE
Levi Kaplan,https://openalex.org/A5068866693,https://api.openalex.org/works?filter=author.id:A5068866693,7,4,US
Piotr Sapieżyński,https://openalex.org/A5033574079,https://api.openalex.org/works?filter=author.id:A5033574079,63,20,US
Dallas Card,https://openalex.org/A5070767948,https://api.openalex.org/works?filter=author.id:A5070767948,60,23,US
Lavinia Dunagan,https://openalex.org/A5062199735,https://api.openalex.org/works?filter=author.id:A5062199735,10,4,US
Jun Luo,https://openalex.org/A5013134790,https://api.openalex.org/works?filter=author.id:A5013134790,488,105,CN
S. M. Noh,https://openalex.org/A5111056470,https://api.openalex.org/works?filter=author.id:A5111056470,7,4,SG
Yefang Jiang,https://openalex.org/A5009871398,https://api.openalex.org/works?filter=author.id:A5009871398,53,17,CA
Ceren Budak,https://openalex.org/A5086827245,https://api.openalex.org/works?filter=author.id:A5086827245,102,22,US
Éric Gilbert,https://openalex.org/A5024795472,https://api.openalex.org/works?filter=author.id:A5024795472,207,56,US
Joshua Ashkinaze,https://openalex.org/A5048428275,https://api.openalex.org/works?filter=author.id:A5048428275,8,2,US
Julia Mendelsohn,https://openalex.org/A5038833789,https://api.openalex.org/works?filter=author.id:A5038833789,22,9,US
Qiwei Li,https://openalex.org/A5100640251,https://api.openalex.org/works?filter=author.id:A5100640251,218,27,US
